Subtype,Gene,logFC,p_value,-log10(p_value),Regulation
Liposarcoma,SARC_GENE_011,-0.01068449,0.9450809,0.024531024,Not Significant
Liposarcoma,SARC_GENE_155,-0.010772228,0.94571316,0.024240566,Not Significant
Liposarcoma,SARC_GENE_149,0.010034084,0.9491626,0.022659382,Not Significant
Liposarcoma,SARC_GENE_085,0.0105371475,0.9501884,0.022190278,Not Significant
Liposarcoma,SARC_GENE_168,-0.009517193,0.95479727,0.020088833,Not Significant
Liposarcoma,SARC_GENE_159,-0.008123398,0.9550308,0.019982623,Not Significant
Liposarcoma,MMP9,-0.008350849,0.9563375,0.01938881,Not Significant
Liposarcoma,SARC_GENE_131,0.008298397,0.95901585,0.018174216,Not Significant
Liposarcoma,SARC_GENE_036,0.0058526993,0.9608254,0.017355533,Not Significant
Liposarcoma,SARC_GENE_068,0.006476879,0.96451527,0.015690893,Not Significant
Liposarcoma,SARC_GENE_004,-0.0043611526,0.97666556,0.010254128,Not Significant
Liposarcoma,CCND1,0.0029492378,0.9819061,0.007930036,Not Significant
Liposarcoma,SARC_GENE_072,0.003112793,0.98301953,0.0074378536,Not Significant
Liposarcoma,SARC_GENE_161,0.003065586,0.9844925,0.006787597,Not Significant
Liposarcoma,SARC_GENE_063,-0.0009198189,0.99521166,0.0020845442,Not Significant
Rhabdomyosarcoma,PAX7,2.9027872,9.825827e-29,28.007631,Upregulated
Rhabdomyosarcoma,MYOD1,2.9417005,3.6681766e-25,24.43555,Upregulated
Rhabdomyosarcoma,PAX3,2.7325764,3.2501326e-24,23.488098,Upregulated
Rhabdomyosarcoma,TNNT3,2.245757,3.4564023e-24,23.461376,Upregulated
Rhabdomyosarcoma,MYOG,3.0916615,2.67453e-19,18.572752,Upregulated
Rhabdomyosarcoma,MYH3,2.4802413,3.8880115e-19,18.410273,Upregulated
Rhabdomyosarcoma,MYF5,2.0776777,3.183171e-17,16.49714,Upregulated
Rhabdomyosarcoma,MDM2,-1.3124146,1.5946684e-09,8.79733,Downregulated
Rhabdomyosarcoma,DES,1.4678726,2.2213427e-09,8.653384,Upregulated
Rhabdomyosarcoma,CEBPA,-1.0286331,2.1732461e-08,7.662891,Downregulated
Rhabdomyosarcoma,MYLK,-0.9022336,2.1638007e-07,6.6647825,Not Significant
Rhabdomyosarcoma,PPARG,-1.1005096,2.8351192e-07,6.5474286,Downregulated
Rhabdomyosarcoma,FABP4,-0.99979734,3.7155567e-07,6.429976,Not Significant
Rhabdomyosarcoma,CDK4,-0.99475,4.4353672e-07,6.3530703,Not Significant
Rhabdomyosarcoma,ALPL,-1.0571442,5.5408947e-07,6.25642,Downregulated
Rhabdomyosarcoma,ACTA2,-1.113924,1.285274e-06,5.891004,Downregulated
Rhabdomyosarcoma,CNN1,-0.9825487,2.12908e-06,5.6718082,Not Significant
Rhabdomyosarcoma,HMGA2,-0.9348321,8.266588e-06,5.0826735,Not Significant
Rhabdomyosarcoma,RUNX2,-0.93096495,1.4322651e-05,4.8439765,Not Significant
Rhabdomyosarcoma,TAGLN,-0.9538903,2.0624513e-05,4.6856165,Not Significant
Rhabdomyosarcoma,COL1A1,-0.87222433,3.4031207e-05,4.4681225,Not Significant
Rhabdomyosarcoma,MYH11,-0.90469694,5.246619e-05,4.2801204,Not Significant
Rhabdomyosarcoma,IBSP,-0.9051738,7.236287e-05,4.1404843,Not Significant
Rhabdomyosarcoma,CALD1,-0.73534584,0.00013623705,3.8657048,Not Significant
Rhabdomyosarcoma,BGLAP,-0.7131467,0.00025455444,3.5942192,Not Significant
Rhabdomyosarcoma,ADIPOQ,-0.6059313,0.00083370926,3.0789855,Not Significant
Rhabdomyosarcoma,LPL,-0.560832,0.0017153736,2.7656412,Not Significant
Rhabdomyosarcoma,VEGFA,-0.622067,0.0018184186,2.7403061,Not Significant
Rhabdomyosarcoma,SARC_GENE_013,-0.45205498,0.0025337718,2.5962324,Not Significant
Rhabdomyosarcoma,SP7,-0.6446867,0.0026571995,2.5755758,Not Significant
Rhabdomyosarcoma,MMP13,-0.50468826,0.0049746777,2.303235,Not Significant
Rhabdomyosarcoma,TPM2,-0.5230341,0.008632116,2.0638828,Not Significant
Rhabdomyosarcoma,SARC_GENE_015,-0.389925,0.012069856,1.9182979,Not Significant
Rhabdomyosarcoma,SARC_GENE_054,0.34782648,0.015530122,1.8088251,Not Significant
Rhabdomyosarcoma,SARC_GENE_135,-0.28901672,0.016637232,1.778919,Not Significant
Rhabdomyosarcoma,SARC_GENE_176,0.3230958,0.037849043,1.4219451,Not Significant
Rhabdomyosarcoma,SARC_GENE_075,-0.26972055,0.04719678,1.3260876,Not Significant
Rhabdomyosarcoma,SARC_GENE_033,-0.2928915,0.04948428,1.3055327,Not Significant
Rhabdomyosarcoma,SARC_GENE_078,-0.37063742,0.05032944,1.298178,Not Significant
Rhabdomyosarcoma,SARC_GENE_018,-0.29132032,0.054987542,1.2597357,Not Significant
Rhabdomyosarcoma,SARC_GENE_180,0.31174898,0.056919895,1.244736,Not Significant
Rhabdomyosarcoma,SARC_GENE_062,-0.2607622,0.06132675,1.21235,Not Significant
Rhabdomyosarcoma,SARC_GENE_172,-0.26506233,0.06860683,1.1636326,Not Significant
Rhabdomyosarcoma,SARC_GENE_164,0.30525637,0.07229205,1.1409094,Not Significant
Rhabdomyosarcoma,SARC_GENE_092,0.3086543,0.07565406,1.1211678,Not Significant
Rhabdomyosarcoma,SARC_GENE_019,-0.23873186,0.081975006,1.0863185,Not Significant
Rhabdomyosarcoma,SARC_GENE_026,0.29117155,0.0826563,1.0827241,Not Significant
Rhabdomyosarcoma,SARC_GENE_021,0.26264477,0.08533808,1.0688572,Not Significant
Rhabdomyosarcoma,SARC_GENE_093,0.2806778,0.092855856,1.0321907,Not Significant
Rhabdomyosarcoma,SARC_GENE_073,-0.25281668,0.100932606,0.9959685,Not Significant
Rhabdomyosarcoma,SARC_GENE_051,0.26287222,0.10347339,0.9851713,Not Significant
Rhabdomyosarcoma,SARC_GENE_094,-0.26491308,0.10924642,0.9615928,Not Significant
Rhabdomyosarcoma,SARC_GENE_129,0.24754143,0.109261274,0.9615337,Not Significant
Rhabdomyosarcoma,SARC_GENE_132,-0.25974178,0.11455295,0.9409937,Not Significant
Rhabdomyosarcoma,SARC_GENE_152,0.22370815,0.11745644,0.93012315,Not Significant
Rhabdomyosarcoma,SARC_GENE_020,0.24064302,0.12122046,0.91642404,Not Significant
Rhabdomyosarcoma,SARC_GENE_012,0.2554059,0.124401025,0.90517604,Not Significant
Rhabdomyosarcoma,SARC_GENE_002,-0.2529869,0.12583078,0.9002131,Not Significant
Rhabdomyosarcoma,SARC_GENE_005,-0.23590231,0.1295098,0.88769734,Not Significant
Rhabdomyosarcoma,SARC_GENE_044,0.26863813,0.13412823,0.8724798,Not Significant
Rhabdomyosarcoma,SARC_GENE_122,0.27103567,0.14391,0.84190905,Not Significant
Rhabdomyosarcoma,SARC_GENE_177,-0.24535227,0.1550684,0.80947673,Not Significant
Rhabdomyosarcoma,SARC_GENE_154,0.22935581,0.15638492,0.80580515,Not Significant
Rhabdomyosarcoma,SARC_GENE_178,-0.18679476,0.16235851,0.7895249,Not Significant
Rhabdomyosarcoma,SARC_GENE_088,0.25028086,0.17214303,0.76411057,Not Significant
Rhabdomyosarcoma,SARC_GENE_076,0.20743847,0.1762076,0.7539754,Not Significant
Rhabdomyosarcoma,SARC_GENE_104,-0.18678617,0.17693435,0.75218785,Not Significant
Rhabdomyosarcoma,SARC_GENE_067,0.20123768,0.1903341,0.7204834,Not Significant
Rhabdomyosarcoma,CDKN2A,-0.21669912,0.19320232,0.71398765,Not Significant
Rhabdomyosarcoma,SARC_GENE_053,0.21464014,0.21261147,0.67241335,Not Significant
Rhabdomyosarcoma,SARC_GENE_159,-0.17082596,0.23693593,0.6253691,Not Significant
Rhabdomyosarcoma,SARC_GENE_037,0.19204855,0.2391562,0.62131834,Not Significant
Rhabdomyosarcoma,SARC_GENE_070,0.17058468,0.23927541,0.6211019,Not Significant
Rhabdomyosarcoma,SARC_GENE_025,0.20384073,0.25048596,0.6012167,Not Significant
Rhabdomyosarcoma,SARC_GENE_130,0.14464664,0.26417285,0.5781119,Not Significant
Rhabdomyosarcoma,SARC_GENE_106,0.17294025,0.2675328,0.572623,Not Significant
Rhabdomyosarcoma,SARC_GENE_031,-0.1706872,0.27794704,0.55603796,Not Significant
Rhabdomyosarcoma,SARC_GENE_085,-0.1792264,0.28067437,0.5517973,Not Significant
Rhabdomyosarcoma,SARC_GENE_055,-0.15618229,0.28235644,0.5492023,Not Significant
Rhabdomyosarcoma,SARC_GENE_072,-0.14703655,0.28658596,0.5427451,Not Significant
Rhabdomyosarcoma,SARC_GENE_134,-0.14470911,0.28800267,0.5406035,Not Significant
Rhabdomyosarcoma,SARC_GENE_096,-0.15309477,0.29003808,0.53754497,Not Significant
Rhabdomyosarcoma,PTEN,-0.19163418,0.29088503,0.5362786,Not Significant
Rhabdomyosarcoma,SARC_GENE_036,0.15420341,0.2928874,0.5332993,Not Significant
Rhabdomyosarcoma,MMP9,-0.13456011,0.30295905,0.5186161,Not Significant
Rhabdomyosarcoma,SARC_GENE_128,0.17474222,0.3104851,0.50795925,Not Significant
Rhabdomyosarcoma,SARC_GENE_086,-0.13232279,0.31451526,0.50235826,Not Significant
Rhabdomyosarcoma,SARC_GENE_048,0.14847136,0.31963193,0.49534982,Not Significant
Rhabdomyosarcoma,SARC_GENE_064,0.15400457,0.32295796,0.49085402,Not Significant
Rhabdomyosarcoma,SARC_GENE_163,-0.13251638,0.32621,0.48650274,Not Significant
Rhabdomyosarcoma,SARC_GENE_071,0.18241167,0.33243182,0.4782974,Not Significant
Rhabdomyosarcoma,SARC_GENE_147,-0.1361556,0.33957243,0.46906757,Not Significant
Rhabdomyosarcoma,SARC_GENE_057,-0.16240692,0.3402339,0.46822244,Not Significant
Rhabdomyosarcoma,SARC_GENE_174,0.14795065,0.35413495,0.45083123,Not Significant
Rhabdomyosarcoma,SARC_GENE_165,-0.15983534,0.35466295,0.45018417,Not Significant
Rhabdomyosarcoma,SARC_GENE_168,-0.1563816,0.35542622,0.44925055,Not Significant
Rhabdomyosarcoma,SARC_GENE_157,-0.123364925,0.35926482,0.44458532,Not Significant
Rhabdomyosarcoma,SARC_GENE_099,0.1482768,0.35939708,0.44442546,Not Significant
Rhabdomyosarcoma,SARC_GENE_138,-0.14840746,0.36009222,0.44358626,Not Significant
Rhabdomyosarcoma,SARC_GENE_011,0.15460062,0.36438024,0.43844518,Not Significant
Rhabdomyosarcoma,SARC_GENE_153,-0.1407423,0.36687663,0.43547994,Not Significant
Rhabdomyosarcoma,SARC_GENE_111,-0.12021685,0.37028006,0.43146968,Not Significant
Rhabdomyosarcoma,SARC_GENE_105,-0.13482285,0.37436664,0.42670286,Not Significant
Rhabdomyosarcoma,SARC_GENE_084,-0.13874292,0.37509075,0.42586365,Not Significant
Rhabdomyosarcoma,CCND1,-0.11975622,0.3949523,0.40345535,Not Significant
Rhabdomyosarcoma,SARC_GENE_151,-0.13508177,0.40392545,0.39369878,Not Significant
Rhabdomyosarcoma,SARC_GENE_143,-0.12341118,0.4111819,0.385966,Not Significant
Rhabdomyosarcoma,SARC_GENE_046,0.14328575,0.41630265,0.38059083,Not Significant
Rhabdomyosarcoma,SARC_GENE_158,0.11694336,0.42278457,0.37388086,Not Significant
Rhabdomyosarcoma,SARC_GENE_024,0.12394333,0.42451927,0.3721026,Not Significant
Rhabdomyosarcoma,SARC_GENE_167,0.103615284,0.42617625,0.37041077,Not Significant
Rhabdomyosarcoma,SARC_GENE_170,0.12342167,0.43544328,0.3610684,Not Significant
Rhabdomyosarcoma,SARC_GENE_069,0.10678673,0.4387406,0.35779217,Not Significant
Rhabdomyosarcoma,SARC_GENE_065,-0.11117363,0.4436377,0.35297155,Not Significant
Rhabdomyosarcoma,SARC_GENE_029,-0.11633921,0.44668102,0.3500025,Not Significant
Rhabdomyosarcoma,SARC_GENE_001,-0.11082649,0.4480807,0.34864378,Not Significant
Rhabdomyosarcoma,SARC_GENE_056,-0.13274288,0.44875383,0.34799182,Not Significant
Rhabdomyosarcoma,SARC_GENE_066,0.112380505,0.45900297,0.3381845,Not Significant
Rhabdomyosarcoma,SARC_GENE_091,-0.11630821,0.468508,0.329283,Not Significant
Rhabdomyosarcoma,SARC_GENE_028,-0.12883377,0.47405735,0.32416913,Not Significant
Rhabdomyosarcoma,SARC_GENE_016,0.10780144,0.48159847,0.3173149,Not Significant
Rhabdomyosarcoma,SARC_GENE_023,0.10353851,0.48780134,0.311757,Not Significant
Rhabdomyosarcoma,SARC_GENE_156,0.1118269,0.4980208,0.30275252,Not Significant
Rhabdomyosarcoma,SARC_GENE_149,0.1123209,0.50106084,0.30010954,Not Significant
Rhabdomyosarcoma,SARC_GENE_137,-0.10219669,0.5017071,0.2995498,Not Significant
Rhabdomyosarcoma,MMP2,-0.11205006,0.50526774,0.29647845,Not Significant
Rhabdomyosarcoma,SARC_GENE_098,0.10871267,0.53319705,0.27311227,Not Significant
Rhabdomyosarcoma,SARC_GENE_052,-0.10827303,0.5399362,0.26765758,Not Significant
Rhabdomyosarcoma,SARC_GENE_017,-0.0877924,0.54363835,0.26468992,Not Significant
Rhabdomyosarcoma,SARC_GENE_010,-0.10938692,0.54668933,0.2622594,Not Significant
Rhabdomyosarcoma,SARC_GENE_089,0.07281685,0.5475108,0.2616073,Not Significant
Rhabdomyosarcoma,SARC_GENE_079,0.09582615,0.55494845,0.25574738,Not Significant
Rhabdomyosarcoma,SARC_GENE_006,0.09765005,0.5589321,0.25264093,Not Significant
Rhabdomyosarcoma,SARC_GENE_027,-0.10461998,0.5606004,0.2513466,Not Significant
Rhabdomyosarcoma,SARC_GENE_068,0.08848095,0.56174374,0.25046176,Not Significant
Rhabdomyosarcoma,SARC_GENE_133,0.08087492,0.56362146,0.24901249,Not Significant
Rhabdomyosarcoma,BCL2,0.11460304,0.5648347,0.24807863,Not Significant
Rhabdomyosarcoma,SARC_GENE_047,-0.09913683,0.566219,0.2470156,Not Significant
Rhabdomyosarcoma,SARC_GENE_119,-0.09918547,0.5665624,0.24675225,Not Significant
Rhabdomyosarcoma,SARC_GENE_142,-0.08844614,0.57354265,0.24143429,Not Significant
Rhabdomyosarcoma,SARC_GENE_030,-0.080295086,0.57375187,0.24127589,Not Significant
Rhabdomyosarcoma,SARC_GENE_039,-0.09102917,0.5810621,0.23577748,Not Significant
Rhabdomyosarcoma,SARC_GENE_004,0.091332436,0.5829842,0.23434322,Not Significant
Rhabdomyosarcoma,SARC_GENE_110,0.084074974,0.58741766,0.23105301,Not Significant
Rhabdomyosarcoma,SARC_GENE_059,0.07709503,0.600431,0.22153689,Not Significant
Rhabdomyosarcoma,SARC_GENE_173,-0.08363581,0.6009795,0.22114034,Not Significant
Rhabdomyosarcoma,SARC_GENE_060,-0.08995962,0.6051928,0.21810627,Not Significant
Rhabdomyosarcoma,SARC_GENE_169,0.07491684,0.613026,0.2125211,Not Significant
Rhabdomyosarcoma,SARC_GENE_145,0.07049608,0.613186,0.21240777,Not Significant
Rhabdomyosarcoma,TP53,0.08249283,0.6150836,0.21106589,Not Significant
Rhabdomyosarcoma,SARC_GENE_166,0.07384062,0.616674,0.20994435,Not Significant
Rhabdomyosarcoma,SARC_GENE_112,0.083753586,0.6195523,0.20792201,Not Significant
Rhabdomyosarcoma,SARC_GENE_162,0.08322525,0.6215763,0.20650555,Not Significant
Rhabdomyosarcoma,SARC_GENE_113,0.07960892,0.6275265,0.20236792,Not Significant
Rhabdomyosarcoma,SARC_GENE_100,-0.07983589,0.6306978,0.2001787,Not Significant
Rhabdomyosarcoma,SARC_GENE_115,0.061742306,0.63801533,0.1951689,Not Significant
Rhabdomyosarcoma,SARC_GENE_139,-0.07976389,0.6458733,0.18985267,Not Significant
Rhabdomyosarcoma,SARC_GENE_117,-0.07377672,0.6481445,0.18832818,Not Significant
Rhabdomyosarcoma,SARC_GENE_003,-0.069357395,0.64959943,0.18735437,Not Significant
Rhabdomyosarcoma,SARC_GENE_083,-0.06495857,0.6584792,0.18145794,Not Significant
Rhabdomyosarcoma,SARC_GENE_125,-0.064799786,0.6765074,0.16972744,Not Significant
Rhabdomyosarcoma,SARC_GENE_095,-0.060456753,0.6784686,0.16847026,Not Significant
Rhabdomyosarcoma,SARC_GENE_127,-0.05096388,0.6825934,0.16583791,Not Significant
Rhabdomyosarcoma,SARC_GENE_009,-0.06699705,0.68281525,0.16569678,Not Significant
Rhabdomyosarcoma,SARC_GENE_146,-0.06287193,0.6959231,0.15743876,Not Significant
Rhabdomyosarcoma,SARC_GENE_108,-0.05668068,0.7078364,0.15006712,Not Significant
Rhabdomyosarcoma,SARC_GENE_131,-0.04964304,0.714617,0.14592665,Not Significant
Rhabdomyosarcoma,SARC_GENE_114,-0.055165768,0.71950686,0.14296506,Not Significant
Rhabdomyosarcoma,SARC_GENE_179,0.053539753,0.7217099,0.14163733,Not Significant
Rhabdomyosarcoma,SARC_GENE_107,-0.047145844,0.73634994,0.13291575,Not Significant
Rhabdomyosarcoma,SARC_GENE_008,0.051442146,0.7413144,0.12999757,Not Significant
Rhabdomyosarcoma,MKI67,0.055220604,0.7451986,0.12772797,Not Significant
Rhabdomyosarcoma,SARC_GENE_161,-0.0633235,0.74754137,0.12636478,Not Significant
Rhabdomyosarcoma,SARC_GENE_121,0.042856216,0.75666416,0.12109684,Not Significant
Rhabdomyosarcoma,SARC_GENE_045,-0.045153618,0.76237184,0.11783316,Not Significant
Rhabdomyosarcoma,SARC_GENE_074,0.036096573,0.77111787,0.11287924,Not Significant
Rhabdomyosarcoma,SARC_GENE_061,-0.044137,0.77808386,0.1089736,Not Significant
Rhabdomyosarcoma,RB1,0.04566574,0.77911747,0.10839706,Not Significant
Rhabdomyosarcoma,SARC_GENE_150,-0.041497707,0.7800989,0.10785033,Not Significant
Rhabdomyosarcoma,SARC_GENE_042,0.044754505,0.7857281,0.104727715,Not Significant
Rhabdomyosarcoma,SARC_GENE_049,-0.036884785,0.81325114,0.089775324,Not Significant
Rhabdomyosarcoma,SARC_GENE_082,-0.037262917,0.8150443,0.088818796,Not Significant
Rhabdomyosarcoma,SARC_GENE_155,0.0357337,0.8154746,0.08858954,Not Significant
Rhabdomyosarcoma,SARC_GENE_087,-0.038312435,0.8159198,0.088352524,Not Significant
Rhabdomyosarcoma,SARC_GENE_040,0.038647175,0.81972885,0.08632978,Not Significant
Rhabdomyosarcoma,SARC_GENE_077,0.034311295,0.8197666,0.08630979,Not Significant
Rhabdomyosarcoma,SARC_GENE_160,0.032523155,0.825606,0.08322717,Not Significant
Rhabdomyosarcoma,SARC_GENE_171,0.03610897,0.83513904,0.078241214,Not Significant
Rhabdomyosarcoma,SARC_GENE_144,0.031749725,0.8447614,0.073265955,Not Significant
Rhabdomyosarcoma,SARC_GENE_101,0.027395725,0.8668716,0.06204523,Not Significant
Rhabdomyosarcoma,SARC_GENE_038,0.021012306,0.87795997,0.056525286,Not Significant
Rhabdomyosarcoma,SARC_GENE_140,-0.020623684,0.89065856,0.050288755,Not Significant
Rhabdomyosarcoma,SARC_GENE_123,-0.020849228,0.8917128,0.049775008,Not Significant
Rhabdomyosarcoma,SARC_GENE_109,-0.023675919,0.8958772,0.047751527,Not Significant
Rhabdomyosarcoma,SARC_GENE_124,0.0215559,0.90242726,0.0445878,Not Significant
Rhabdomyosarcoma,SARC_GENE_081,-0.022535324,0.9026853,0.04446364,Not Significant
Rhabdomyosarcoma,SARC_GENE_090,0.019821644,0.9034706,0.04408599,Not Significant
Rhabdomyosarcoma,SARC_GENE_014,0.018973827,0.90855044,0.04165096,Not Significant
Rhabdomyosarcoma,SARC_GENE_041,0.017708302,0.90905964,0.041407622,Not Significant
Rhabdomyosarcoma,SARC_GENE_050,-0.017915726,0.91037345,0.040780418,Not Significant
Rhabdomyosarcoma,SARC_GENE_097,0.020915031,0.9115279,0.040230047,Not Significant
Rhabdomyosarcoma,SARC_GENE_102,-0.017932415,0.9195598,0.036420032,Not Significant
Rhabdomyosarcoma,SARC_GENE_058,0.01482439,0.91961014,0.03639625,Not Significant
Rhabdomyosarcoma,SARC_GENE_118,0.014173031,0.92247456,0.0350456,Not Significant
Rhabdomyosarcoma,SARC_GENE_116,-0.015416622,0.92596424,0.03340579,Not Significant
Rhabdomyosarcoma,SARC_GENE_007,0.013213158,0.93083,0.031129628,Not Significant
Rhabdomyosarcoma,SARC_GENE_148,-0.013143063,0.93360734,0.029835744,Not Significant
Rhabdomyosarcoma,SARC_GENE_136,0.007777691,0.9592047,0.018088713,Not Significant
Rhabdomyosarcoma,SARC_GENE_022,-0.007663727,0.9598943,0.017776588,Not Significant
Rhabdomyosarcoma,SARC_GENE_103,-0.007233143,0.9602385,0.017620878,Not Significant
Rhabdomyosarcoma,SARC_GENE_043,0.009012699,0.96173376,0.01694514,Not Significant
Rhabdomyosarcoma,SARC_GENE_063,-0.006910801,0.9633371,0.016221702,Not Significant
Rhabdomyosarcoma,SARC_GENE_032,-0.005150318,0.9688526,0.013742301,Not Significant
Rhabdomyosarcoma,SARC_GENE_120,0.0058345795,0.9711766,0.01270178,Not Significant
Rhabdomyosarcoma,SARC_GENE_175,0.005572319,0.9713239,0.012635922,Not Significant
Rhabdomyosarcoma,SARC_GENE_141,0.0030636787,0.9847798,0.0066608796,Not Significant
Rhabdomyosarcoma,SARC_GENE_034,0.0028538704,0.98644817,0.0059257294,Not Significant
Rhabdomyosarcoma,SARC_GENE_080,-0.0028271675,0.9867927,0.0057740794,Not Significant
Rhabdomyosarcoma,SARC_GENE_126,0.0013823509,0.9925013,0.0032689075,Not Significant
Rhabdomyosarcoma,SARC_GENE_035,-0.00033426285,0.99808145,0.0008340179,Not Significant
